Age	Conference	Date	Draft Year	Player	Position	Season	Team
25	West	8-Nov-10	2005	ChrisPaul	PG	2010-2011	NewOrleansHornets
25	East	1-Nov-10	2006	RajonRondo	PG	2010-2011	BostonCeltics
30	West	1-Nov-10	2001	PauGasol	FC	2010-2011	LosAngelesLakers
27	East	23-Apr-12	2003	LeBronJames	F	2011-2012	MiamiHeat
27	West	23-Apr-12	2004	AlJefferson	FC	2011-2012	UtahJazz
35	East	16-Apr-12	1995	KevinGarnett	PF	2011-2012	BostonCeltics
24	West	16-Apr-12	2005	AndrewBynum	C	2011-2012	LosAngelesLakers
27	East	9-Apr-12	2003	LeBronJames	F	2011-2012	MiamiHeat
25	West	9-Apr-12	2008	GoranDragic	G	2011-2012	HoustonRockets
34	East	2-Apr-12	1998	PaulPierce	SF	2011-2012	BostonCeltics
26	West	2-Apr-12	2005	ChrisPaul	PG	2011-2012	LosAngelesClippers
30	East	26-Mar-12	2001	JoeJohnson	SG	2011-2012	AtlantaHawks
23	West	26-Mar-12	2007	KevinDurant	SF	2011-2012	OklahomaCityThunder
30	East	19-Mar-12	2002	DrewGooden	FC	2011-2012	MilwaukeeBucks
24	West	19-Mar-12	2005	AndrewBynum	C	2011-2012	LosAngelesLakers
24	East	12-Mar-12	2005	ErsanIlyasova	F	2011-2012	MilwaukeeBucks
26	West	12-Mar-12	2005	MontaEllis	G	2011-2012	GoldenStateWarriors
23	East	5-Mar-12	2008	DerrickRose	PG	2011-2012	ChicagoBulls
24	West	5-Mar-12	2009	TyLawson	PG	2011-2012	DenverNuggets
27	East	20-Feb-12	2003	LeBronJames	F	2011-2012	MiamiHeat
23	West	20-Feb-12	2007	KevinDurant	SF	2011-2012	OklahomaCityThunder
23	East	13-Feb-12	2010	JeremyLin	G	2011-2012	NewYorkKnicks
23	West	13-Feb-12	2008	RussellWestbrook	G	2011-2012	OklahomaCityThunder
34	East	6-Feb-12	1998	PaulPierce	SF	2011-2012	BostonCeltics
29	West	6-Feb-12	2001	TonyParker	G	2011-2012	SanAntonioSpurs
27	East	30-Jan-12	2003	LeBronJames	F	2011-2012	MiamiHeat
23	West	30-Jan-12	2008	RussellWestbrook	G	2011-2012	OklahomaCityThunder
26	East	23-Jan-12	2004	DwightHoward	C	2011-2012	OrlandoMagic
27	West	23-Jan-12	2007	MarcGasol	C	2011-2012	MemphisGrizzlies
23	East	16-Jan-12	2008	DerrickRose	PG	2011-2012	ChicagoBulls
33	West	16-Jan-12	1996	KobeBryant	SG	2011-2012	LosAngelesLakers
27	East	9-Jan-12	2003	LeBronJames	F	2011-2012	MiamiHeat
33	West	9-Jan-12	1996	KobeBryant	SG	2011-2012	LosAngelesLakers
27	East	3-Jan-12	2003	LeBronJames	F	2011-2012	MiamiHeat
23	West	3-Jan-12	2007	KevinDurant	SF	2011-2012	OklahomaCityThunder
28	East	15-Apr-13	2003	CarmeloAnthony	F	2012-2013	NewYorkKnicks
34	West	15-Apr-13	1996	KobeBryant	SG	2012-2013	LosAngelesLakers
28	East	8-Apr-13	2003	CarmeloAnthony	F	2012-2013	NewYorkKnicks
27	West	8-Apr-13	2008	NikolaPekovic	PF	2012-2013	MinnesotaTimberwolves
27	East	1-Apr-13	2004	J.R.Smith	SG	2012-2013	NewYorkKnicks
28	West	1-Apr-13	2004	AlJefferson	FC	2012-2013	UtahJazz
28	East	25-Mar-13	2003	LeBronJames	F	2012-2013	MiamiHeat
23	West	25-Mar-13	2009	JamesHarden	SG	2012-2013	HoustonRockets
22	East	18-Mar-13	2010	JohnWall	PG	2012-2013	WashingtonWizards
27	West	18-Mar-13	2006	LaMarcusAldridge	FC	2012-2013	PortlandTrailBlazers
31	East	11-Mar-13	2003	DwyaneWade	SG	2012-2013	MiamiHeat
34	West	11-Mar-13	1996	KobeBryant	SG	2012-2013	LosAngelesLakers
27	East	4-Mar-13	2005	MontaEllis	G	2012-2013	MilwaukeeBucks
25	West	4-Mar-13	2009	TyLawson	PG	2012-2013	DenverNuggets
28	East	25-Feb-13	2003	LeBronJames	F	2012-2013	MiamiHeat
34	West	25-Feb-13	1996	KobeBryant	SG	2012-2013	LosAngelesLakers
28	East	11-Feb-13	2003	LeBronJames	F	2012-2013	MiamiHeat
24	West	11-Feb-13	2008	RussellWestbrook	G	2012-2013	OklahomaCityThunder
28	East	4-Feb-13	2005	NateRobinson	G	2012-2013	ChicagoBulls
29	West	4-Feb-13	2005	DavidLee	FC	2012-2013	GoldenStateWarriors
20	East	28-Jan-13	2011	KyrieIrving	G	2012-2013	ClevelandCavaliers
30	West	28-Jan-13	2001	TonyParker	G	2012-2013	SanAntonioSpurs
31	East	21-Jan-13	2002	CarlosBoozer	PF	2012-2013	ChicagoBulls
24	West	21-Jan-13	2007	KevinDurant	SF	2012-2013	OklahomaCityThunder
23	East	14-Jan-13	2009	BrandonJennings	G	2012-2013	MilwaukeeBucks
24	West	14-Jan-13	2007	KevinDurant	SF	2012-2013	OklahomaCityThunder
28	East	7-Jan-13	2003	CarmeloAnthony	F	2012-2013	NewYorkKnicks
23	West	7-Jan-13	2009	JamesHarden	SG	2012-2013	HoustonRockets
27	East	31-Dec-12	2005	MontaEllis	G	2012-2013	MilwaukeeBucks
26	West	31-Dec-12	2010	GreivisVasquez	G	2012-2013	NewOrleansHornets
28	East	24-Dec-12	2003	LeBronJames	F	2012-2013	MiamiHeat
27	West	24-Dec-12	2005	ChrisPaul	PG	2012-2013	LosAngelesClippers
22	East	17-Dec-12	2010	PaulGeorge	GF	2012-2013	IndianaPacers
29	West	17-Dec-12	2005	DavidLee	FC	2012-2013	GoldenStateWarriors
27	East	10-Dec-12	2004	JoshSmith	PF	2012-2013	AtlantaHawks
23	West	10-Dec-12	2009	BlakeGriffin	PF	2012-2013	LosAngelesClippers
28	East	3-Dec-12	2003	CarmeloAnthony	F	2012-2013	NewYorkKnicks
24	West	3-Dec-12	2007	KevinDurant	SF	2012-2013	OklahomaCityThunder
26	East	26-Nov-12	2007	AlHorford	FC	2012-2013	AtlantaHawks
36	West	26-Nov-12	1997	TimDuncan	FC	2012-2013	SanAntonioSpurs
28	East	19-Nov-12	2003	LeBronJames	F	2012-2013	MiamiHeat
24	West	19-Nov-12	2007	KevinDurant	SF	2012-2013	OklahomaCityThunder
28	East	12-Nov-12	2003	LeBronJames	F	2012-2013	MiamiHeat
23	West	12-Nov-12	2011	KennethFaried	F	2012-2013	DenverNuggets
23	East	5-Nov-12	2009	BrandonJennings	G	2012-2013	MilwaukeeBucks
23	West	5-Nov-12	2009	JamesHarden	SG	2012-2013	HoustonRockets
25	East	14-Apr-14	2009	JeffTeague	PG	2013-2014	AtlantaHawks
28	West	14-Apr-14	2005	MontaEllis	G	2013-2014	DallasMavericks
29	East	7-Apr-14	2004	AlJefferson	FC	2013-2014	CharlotteBobcats
35	West	7-Apr-14	1998	DirkNowitzki	PF	2013-2014	DallasMavericks
23	East	31-Mar-14	2011	NikolaVucevic	PF	2013-2014	OrlandoMagic
37	West	31-Mar-14	1997	TimDuncan	FC	2013-2014	SanAntonioSpurs
32	East	24-Mar-14	2001	JoeJohnson	SG	2013-2014	BrooklynNets
25	West	24-Mar-14	2007	KevinDurant	SF	2013-2014	OklahomaCityThunder
29	East	17-Mar-14	2004	AlJefferson	FC	2013-2014	CharlotteBobcats
24	West	17-Mar-14	2009	BlakeGriffin	PF	2013-2014	LosAngelesClippers
29	East	10-Mar-14	2003	CarmeloAnthony	F	2013-2014	NewYorkKnicks
24	West	10-Mar-14	2009	JamesHarden	SG	2013-2014	HoustonRockets
23	East	3-Mar-14	2010	JohnWall	PG	2013-2014	WashingtonWizards
24	West	3-Mar-14	2009	JamesHarden	SG	2013-2014	HoustonRockets
23	East	24-Feb-14	2011	KembaWalker	G	2013-2014	CharlotteBobcats
25	West	24-Feb-14	2008	KevinLove	FC	2013-2014	MinnesotaTimberwolves
21	East	10-Feb-14	2012	JaredSullinger	C	2013-2014	BostonCeltics
25	West	10-Feb-14	2007	KevinDurant	SF	2013-2014	OklahomaCityThunder
27	East	3-Feb-14	2006	KyleLowry	PG	2013-2014	TorontoRaptors
27	West	3-Feb-14	2008	GoranDragic	G	2013-2014	PhoenixSuns
29	East	27-Jan-14	2006	PaulMillsap	FC	2013-2014	AtlantaHawks
25	West	27-Jan-14	2007	KevinDurant	SF	2013-2014	OklahomaCityThunder
23	East	20-Jan-14	2010	PaulGeorge	GF	2013-2014	IndianaPacers
25	West	20-Jan-14	2007	KevinDurant	SF	2013-2014	OklahomaCityThunder
29	East	13-Jan-14	2003	CarmeloAnthony	F	2013-2014	NewYorkKnicks
23	West	13-Jan-14	2010	DeMarcusCousins	C	2013-2014	SacramentoKings
25	East	6-Jan-14	2007	ThaddeusYoung	F	2013-2014	PhiladelphiaSixers
30	West	6-Jan-14	2005	DavidLee	FC	2013-2014	GoldenStateWarriors
29	East	30-Dec-13	2003	ChrisBosh	PF	2013-2014	MiamiHeat
25	West	30-Dec-13	2007	KevinDurant	SF	2013-2014	OklahomaCityThunder
32	East	23-Dec-13	2003	DwyaneWade	SG	2013-2014	MiamiHeat
24	West	23-Dec-13	2009	BlakeGriffin	PF	2013-2014	LosAngelesClippers
21	East	16-Dec-13	2011	KyrieIrving	G	2013-2014	ClevelandCavaliers
28	West	16-Dec-13	2006	LaMarcusAldridge	FC	2013-2014	PortlandTrailBlazers
25	East	9-Dec-13	2010	JordanCrawford	G	2013-2014	BostonCeltics
28	West	9-Dec-13	2006	LaMarcusAldridge	FC	2013-2014	PortlandTrailBlazers
29	East	2-Dec-13	2003	LeBronJames	F	2013-2014	MiamiHeat
25	West	2-Dec-13	2007	KevinDurant	SF	2013-2014	OklahomaCityThunder
23	East	25-Nov-13	2010	JohnWall	PG	2013-2014	WashingtonWizards
28	West	25-Nov-13	2006	LaMarcusAldridge	FC	2013-2014	PortlandTrailBlazers
29	East	18-Nov-13	2003	LeBronJames	F	2013-2014	MiamiHeat
24	West	18-Nov-13	2009	BlakeGriffin	PF	2013-2014	LosAngelesClippers
23	East	11-Nov-13	2010	PaulGeorge	GF	2013-2014	IndianaPacers
24	West	11-Nov-13	2011	MarkieffMorris	PF	2013-2014	PhoenixSuns
22	East	4-Nov-13	2013	MichaelCarter-Williams	PG	2013-2014	PhiladelphiaSixers
25	West	4-Nov-13	2008	KevinLove	FC	2013-2014	MinnesotaTimberwolves
26	East	13-Apr-15	2011	IsaiahThomas	PG	2014-2015	BostonCeltics
38	West	13-Apr-15	1997	TimDuncan	FC	2014-2015	SanAntonioSpurs
26	East	6-Apr-15	2008	BrookLopez	C	2014-2015	BrooklynNets
25	West	6-Apr-15	2009	JamesHarden	SG	2014-2015	HoustonRockets
26	East	30-Mar-15	2008	BrookLopez	C	2014-2015	BrooklynNets
26	West	30-Mar-15	2009	StephenCurry	G	2014-2015	GoldenStateWarriors
33	East	23-Mar-15	2003	DwyaneWade	SG	2014-2015	MiamiHeat
29	West	23-Mar-15	2005	ChrisPaul	PG	2014-2015	LosAngelesClippers
22	East	16-Mar-15	2011	KyrieIrving	G	2014-2015	ClevelandCavaliers
21	West	16-Mar-15	2012	AnthonyDavis	PF	2014-2015	NewOrleansPelicans
32	East	9-Mar-15	2003	MoWilliams	G	2014-2015	CharlotteHornets
26	West	9-Mar-15	2008	RussellWestbrook	G	2014-2015	OklahomaCityThunder
26	East	2-Mar-15	2011	IsaiahThomas	PG	2014-2015	BostonCeltics
24	West	2-Mar-15	2012	DamianLillard	G	2014-2015	PortlandTrailBlazers
20	East	9-Feb-15	2013	GiannisAntetokounmpo	F	2014-2015	MilwaukeeBucks
26	West	9-Feb-15	2008	RussellWestbrook	G	2014-2015	OklahomaCityThunder
22	East	2-Feb-15	2011	KyrieIrving	G	2014-2015	ClevelandCavaliers
33	West	2-Feb-15	2001	ZachRandolph	PF	2014-2015	MemphisGrizzlies
30	East	26-Jan-15	2003	LeBronJames	F	2014-2015	ClevelandCavaliers
25	West	26-Jan-15	2011	KlayThompson	G	2014-2015	GoldenStateWarriors
28	East	19-Jan-15	2007	AlHorford	FC	2014-2015	AtlantaHawks
32	West	19-Jan-15	2003	MoWilliams	G	2014-2015	MinnesotaTimberwolves
24	East	12-Jan-15	2011	KembaWalker	G	2014-2015	CharlotteHornets
25	West	12-Jan-15	2011	KlayThompson	G	2014-2015	GoldenStateWarriors
26	East	5-Jan-15	2009	JeffTeague	PG	2014-2015	AtlantaHawks
26	West	5-Jan-15	2007	KevinDurant	SF	2014-2015	OklahomaCityThunder
25	East	29-Dec-14	2011	JimmyButler	GF	2014-2015	ChicagoBulls
25	West	29-Dec-14	2009	JamesHarden	SG	2014-2015	HoustonRockets
28	East	22-Dec-14	2007	AlHorford	FC	2014-2015	AtlantaHawks
29	West	22-Dec-14	2006	LaMarcusAldridge	FC	2014-2015	PortlandTrailBlazers
24	East	15-Dec-14	2010	JohnWall	PG	2014-2015	WashingtonWizards
25	West	15-Dec-14	2009	JamesHarden	SG	2014-2015	HoustonRockets
28	East	8-Dec-14	2006	KyleLowry	PG	2014-2015	TorontoRaptors
29	West	8-Dec-14	2006	LaMarcusAldridge	FC	2014-2015	PortlandTrailBlazers
30	East	1-Dec-14	2003	LeBronJames	F	2014-2015	ClevelandCavaliers
25	West	1-Dec-14	2009	BlakeGriffin	PF	2014-2015	LosAngelesClippers
28	East	24-Nov-14	2005	LouWilliams	G	2014-2015	TorontoRaptors
24	West	24-Nov-14	2010	DeMarcusCousins	C	2014-2015	SacramentoKings
30	East	17-Nov-14	2003	LeBronJames	F	2014-2015	ClevelandCavaliers
24	West	17-Nov-14	2012	DamianLillard	G	2014-2015	PortlandTrailBlazers
30	East	10-Nov-14	2005	DeronWilliams	PG	2014-2015	BrooklynNets
26	West	10-Nov-14	2009	StephenCurry	G	2014-2015	GoldenStateWarriors
30	East	3-Nov-14	2003	ChrisBosh	PF	2014-2015	MiamiHeat
25	West	3-Nov-14	2011	KlayThompson	G	2014-2015	GoldenStateWarriors
31	East	11-Apr-16	2006	PaulMillsap	FC	2015-2016	AtlantaHawks
